1.300000000000000000e+01,1.493315302814946399e+00,1.493315302814946399e+00
1.300000000000000000e+01,1.368399600426810858e+00,1.368399600426810858e+00
1.200000000000000000e+01,1.366716820726055603e+00,1.366716820726055603e+00
6.000000000000000000e+01,1.352413264415496474e+00,1.352413264415496474e+00
6.000000000000000000e+01,1.509744127433511274e+00,1.509744127433511274e+00
1.300000000000000000e+01,1.241731124082021243e+00,1.241731124082021243e+00
1.200000000000000000e+01,1.119644628343879234e+00,1.119644628343879234e+00
1.600000000000000000e+01,7.510984935872482282e-01,7.510984935872482282e-01
1.600000000000000000e+01,8.696145845945573161e-01,8.696145845945573161e-01
2.000000000000000000e+01,1.419050764055942659e+00,1.419050764055942659e+00
2.000000000000000000e+01,1.168329606170912305e+00,1.168329606170912305e+00
2.000000000000000000e+01,1.089923758584096403e+00,1.089923758584096403e+00
2.000000000000000000e+01,9.707835294986167929e-01,9.707835294986167929e-01
2.000000000000000000e+01,1.267966022000142079e+00,1.267966022000142079e+00
1.200000000000000000e+01,1.490743517436957655e+00,1.490743517436957655e+00
1.200000000000000000e+01,1.245324937729316739e+00,1.245324937729316739e+00
1.200000000000000000e+01,1.369351634440219012e+00,1.369351634440219012e+00
1.200000000000000000e+01,1.373812131441515705e+00,1.373812131441515705e+00
1.700000000000000000e+01,1.513960481131792601e+00,1.513960481131792601e+00
1.700000000000000000e+01,1.396313422308263386e+00,1.396313422308263386e+00
1.700000000000000000e+01,1.514978227593816618e+00,1.514978227593816618e+00
1.700000000000000000e+01,1.391451198018959001e+00,1.391451198018959001e+00
1.700000000000000000e+01,1.149811945677301273e+00,1.149811945677301273e+00
2.700000000000000000e+01,1.341775610435947730e+00,1.341775610435947730e+00
2.400000000000000000e+01,1.325759630471046391e+00,1.325759630471046391e+00
2.000000000000000000e+01,1.492426297137713131e+00,1.492426297137713131e+00
2.000000000000000000e+01,9.193974669285300827e-01,9.193974669285300827e-01
4.000000000000000000e+01,1.368161758378709569e+00,1.368161758378709569e+00
4.100000000000000000e+01,1.076674685660323094e+00,1.076674685660323094e+00
3.200000000000000000e+01,1.119357612489591647e+00,1.119357612489591647e+00
4.700000000000000000e+01,1.114038463553421510e+00,1.114038463553421510e+00
3.000000000000000000e+02,1.095659219825092734e+00,1.095659219825092734e+00
3.210000000000000000e+02,9.662541621149639548e-01,9.662541621149639548e-01
3.220000000000000000e+02,1.090903547723366396e+00,1.090903547723366396e+00
3.000000000000000000e+02,9.306753328591816921e-01,9.306753328591816921e-01
3.350000000000000000e+02,1.000733846690764484e+00,1.000733846690764484e+00
3.000000000000000000e+02,1.071661048257591675e+00,1.071661048257591675e+00
3.000000000000000000e+02,1.096410794100177943e+00,1.096410794100177943e+00
3.010000000000000000e+02,1.123964867665624423e+00,1.123964867665624423e+00
3.450000000000000000e+02,1.175079509680165168e+00,1.175079509680165168e+00
3.390000000000000000e+02,1.131883408615653064e+00,1.131883408615653064e+00
3.240000000000000000e+02,9.899237585840963138e-01,9.899237585840963138e-01
2.970000000000000000e+02,8.047930032717240945e-01,8.047930032717240945e-01
0.000000000000000000e+00,1.201628212719908495e+00,1.201628212719908495e+00
