1.856476345640483902e-02,9.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,5.690476832140815011e-01
6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.012669534051310966e-03,5.746501104437333751e-01
5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.807899915618263742e-02,1.701565415311989904e+00
4.999571792555341787e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.514635663610519708e-04
1.900000000000000000e+01,1.000000000000000000e+01,1.098564873710272849e+01,9.933226029892361364e-01,1.256031059313270949e-02
1.100000000000000000e+01,1.098519339522221827e+01,1.300000000000000000e+01,1.997098070102882650e+00,9.897829847957109392e-03
2.999657193952617540e+00,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,2.105111738777123900e-04
5.000000000000000000e+00,2.000000000000000000e+00,3.992430486983890692e+00,0.000000000000000000e+00,4.387481506971757476e-03
3.998318223990331433e+00,4.000000000000000000e+00,3.000000000000000000e+00,6.621909969430227472e-01,2.156762509232378888e-01
7.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,9.132339993675278045e-01,5.366228013026215493e-02
7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.132101920910610682e+00,5.489021977644941153e-01
8.427675576127242607e-01,1.600000000000000000e+01,1.000000000000000000e+00,2.642655862744943018e+00,1.500101755920289159e+00
1.098233879926453049e+01,2.500000000000000000e+01,1.100000000000000000e+01,2.823419779322289269e+00,1.163107087755861219e-01
0.000000000000000000e+00,9.998208905131804158e+00,8.000000000000000000e+00,1.996195407972943814e+00,3.228376215319018073e-03
9.197411231200147697e+00,3.400000000000000000e+01,1.700000000000000000e+01,1.453185575397160001e+01,4.121840034847687129e+00
1.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.656948168650399511e+00,6.243200942839584933e+00
8.950591665895416327e+00,3.400000000000000000e+01,9.000000000000000000e+00,2.492355453924513409e+00,3.437647541030533493e-01
8.200000000000000000e+01,7.800000000000000000e+01,1.269546496625630994e+02,3.693669249152193146e+01,6.447140722033072036e-02
4.100000000000000000e+01,7.400000000000000000e+01,1.109825248198225296e+02,3.694954503741455198e+01,4.163796803626970688e-02
3.435258267831712686e+01,7.800000000000000000e+01,5.800000000000000000e+01,3.453664423491758129e+01,7.236573223997932125e+00
7.094922991226781050e+01,1.899933474120377852e+01,4.600000000000000000e+01,3.970695919265744944e+00,4.988894827510118729e-02
1.800000000000000000e+01,2.300000000000000000e+01,6.700000000000000000e+01,4.923860229040619707e+00,4.600750038796198871e-02
1.796605437798178784e+01,1.199515563514978389e+01,4.800000000000000000e+01,4.000000000000000000e+00,2.266850483049958134e-02
3.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00,1.632420941723833896e-01,4.933407596769049941e-01
0.000000000000000000e+00,1.099865662288601342e+01,2.000000000000000000e+00,2.000000000000000000e+00,7.810000403061630398e-04
0.000000000000000000e+00,2.998819958036729183e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.497075676084155203e-04
0.000000000000000000e+00,1.399723528468294020e+01,9.949512906614367269e-01,3.000000000000000000e+00,4.293521942896517604e-03
9.993198895928181447e-01,4.999974123686260263e+00,5.000000000000000000e+00,9.992453726652545942e-01,8.896734771147051706e-04
3.317879638258088848e-01,1.200000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.014275404887725385e+00
3.000000000000000000e+00,8.000000000000000000e+00,4.998474199150451547e+00,0.000000000000000000e+00,8.860770614681131316e-04
0.000000000000000000e+00,7.998550613496760775e+00,5.000000000000000000e+00,0.000000000000000000e+00,8.874652344119307720e-04
4.998903947087436350e+00,1.000000000000000000e+00,8.998058194463299131e+00,0.000000000000000000e+00,1.814482513145484512e-03
3.792307056478885841e+01,2.200000000000000000e+01,1.498612543396056367e+02,1.400000000000000000e+01,1.180265935619393969e-01
3.994434785777839281e+00,4.000000000000000000e+00,8.993173978215132536e+00,3.000000000000000000e+00,6.673621252092837297e-03
0.000000000000000000e+00,2.998332812073834841e+00,2.198691001797556765e+01,3.000000000000000000e+00,9.235349505342558066e-03
1.380252623332044060e+01,1.300000000000000000e+01,1.400000000000000000e+01,5.981072562840494378e+00,3.003375705608499313e+00
1.002540172302350641e+01,1.800000000000000000e+01,8.000000000000000000e+00,3.748012588998106409e+00,3.087117851967091653e+00
7.000000000000000000e+00,8.000000000000000000e+00,9.998039750614760024e+00,2.992781182182533417e+00,5.005924551556194084e-03
2.583171614240563851e+00,1.400000000000000000e+01,6.000000000000000000e+00,5.507423292811078674e+00,1.091649166714965036e+00
2.782102940355101861e+00,1.200000000000000000e+01,6.000000000000000000e+00,6.303238252534729469e+00,1.683944870058657450e+00
4.740868782453333097e+00,1.200000000000000000e+01,6.000000000000000000e+00,2.382536356187590521e+00,4.983308223726802821e-01
6.539520652782998766e+00,1.300000000000000000e+01,1.100000000000000000e+01,5.397903223246378168e+00,5.886692230962251582e-01
4.000000000000000000e+00,9.987272944766713678e+00,7.000000000000000000e+00,2.000000000000000000e+00,7.439603025093204786e-03
4.100000000000000000e+01,3.400000000000000000e+01,9.998917982366030799e+01,2.967244031482201727e+00,2.428755001561329688e-02
5.540000000000000000e+02,6.902048559567733719e+02,9.457739250028821516e+02,2.590000000000000000e+02,1.183511395328081361e+00
